"","linename","seed.num","side.length","side.thickness","side.area","side.perimeter"
"1969","IS28614"," 9","1092.2536","615.2033"," 474459.5","2385"
"1970","IS28614","10"," 886.3509","675.3961"," 422211.5","2071"
"1971","IS28747"," 1","1053.3451","727.0665"," 546920.0","2394"
"1972","IS28747"," 2","1002.6191","792.3189"," 575886.0","2388"
"1973","IS28747"," 3","1018.5740","845.8590"," 605882.0","2494"
"1974","IS28747"," 4"," 956.4445","712.1773"," 479862.0","2280"
"1975","IS28747"," 5"," 977.6799","728.8357"," 501958.5","2329"
"1976","IS28747"," 6","1160.6571","717.6279"," 604763.0","2574"
"1977","IS28747"," 7","1082.4440","755.7925"," 569024.0","2424"
"1978","IS28747"," 8"," 993.0901","783.0347"," 544815.0","2350"
"1979","IS28747"," 9","1154.2703","738.6121"," 611752.0","2696"
"1980","IS28747","10","1129.3472","702.4855"," 572597.0","2552"
"1981","IS28849"," 1","1206.9043","725.6193"," 625482.0","2736"
"1982","IS28849"," 2","1285.0187","824.0954"," 775674.5","3005"
"1983","IS28849"," 3","1297.6140","746.4454"," 670871.5","2801"
"1984","IS28849"," 4","1368.6409","801.2343"," 772250.5","3029"
"1985","IS28849"," 5","1191.2351","814.3053"," 698710.5","2829"
"1986","IS28849"," 6","1277.5296","792.8239"," 751826.0","3018"
"1987","IS28849"," 7","1193.2242","711.1639"," 615777.0","2744"
"1988","IS28849"," 8","1341.6337","844.0642"," 817448.0","3068"
"1989","IS28849"," 9","1252.0264","781.5435"," 723400.0","2864"
"1990","IS28849","10","1070.6974","719.5478"," 570022.5","2525"
"1991","IS29091"," 1","1402.7220","970.9002"," 975054.0","3276"
"1992","IS29091"," 2","1206.9967","821.4372"," 705005.0","2822"
"1993","IS29091"," 3","1658.0787","968.7839","1128226.5","3637"
"1994","IS29091"," 4","1523.9659","933.0747"," 999103.5","3399"
"1995","IS29091"," 5","1404.2995","985.4294"," 955274.0","3300"
"1996","IS29091"," 6","1240.0536","838.1097"," 699999.5","2961"
"1997","IS29091"," 7","1269.6948","891.9112"," 778892.0","2900"
"1998","IS29091"," 9","1323.0646","910.2050"," 858567.0","3088"
"1999","IS29091","11","1322.6175","809.0729"," 740911.0","3000"
"2000","IS29091","12","1225.7018","872.5556"," 761358.5","2963"
"2001","IS602"," 1","1028.5806","552.7073"," 439968.0","2352"
"2002","IS602"," 2","1099.5163","522.1915"," 432579.5","2427"
"2003","IS602"," 3","1052.3726","480.8791"," 392638.0","2334"
"2004","IS602"," 4","1020.9432","499.9260"," 385605.5","2265"
"2005","IS602"," 5"," 967.9323","495.1668"," 359795.0","2144"
"2006","IS602"," 6","1061.1173","509.8748"," 407844.5","2371"
"2007","IS602"," 7","1022.9780","514.1108"," 403180.0","2338"
"2008","IS602"," 8","1050.8801","479.0423"," 393017.0","2314"
"2009","IS602"," 9","1039.7086","516.5813"," 410158.5","2323"
"2010","IS602","10","1076.5370","525.3939"," 436797.0","2398"
"2011","IS29187"," 1","1218.7346","687.0594"," 615888.5","2769"
"2012","IS29187"," 2","1128.2642","685.4051"," 561851.0","2550"
"2013","IS29187"," 3","1097.6566","569.8923"," 450550.0","2456"
"2014","IS29187"," 4"," 978.2934","571.0219"," 400652.5","2237"
"2015","IS29187"," 5","1020.5430","631.1091"," 451823.5","2283"
"2016","IS29187"," 6","1049.9529","689.7538"," 518250.0","2440"
"2017","IS29187"," 7","1178.9699","623.6750"," 555060.0","2640"
"2018","IS29187"," 8","1108.6902","591.8281"," 464637.5","2521"
"2019","IS29187"," 9","1111.2808","620.6415"," 516424.0","2540"
"2020","IS29187","10","1147.7304","703.6391"," 578201.0","2676"
"2021","IS29233"," 1","1126.1554","685.0404"," 575347.0","2594"
"2022","IS29233"," 2","1167.2395","650.5983"," 591835.0","2654"
"2023","IS29233"," 3","1102.5734","647.0644"," 537111.0","2550"
"2024","IS29233"," 4","1068.8840","598.4054"," 481522.0","2436"
"2025","IS29233"," 5","1102.6523","631.9182"," 539112.0","2578"
"2026","IS29233"," 6"," 943.9089","677.7540"," 469036.0","2236"
"2027","IS29233"," 7"," 959.0433","628.9581"," 467679.5","2359"
"2028","IS29233"," 8","1046.5993","577.5353"," 474250.5","2417"
"2029","IS29233"," 9","1062.2100","632.8796"," 509191.5","2421"
"2030","IS29233","10","1051.6468","617.7017"," 464536.0","2372"
"2031","IS29239"," 1","1172.5698","595.0417"," 545073.5","2597"
"2032","IS29239"," 2","1009.6702","525.0506"," 397790.5","2239"
"2033","IS29239"," 3","1091.9345","596.9323"," 482712.0","2438"
"2034","IS29239"," 4","1043.7073","626.5281"," 509298.5","2517"
"2035","IS29239"," 5","1108.0402","704.7714"," 567900.0","2508"
"2036","IS29239"," 6","1136.3353","598.1271"," 500486.5","2563"
"2037","IS29239"," 7","1019.1354","602.9091"," 436826.0","2344"
"2038","IS29239"," 8","1144.1119","606.2834"," 540519.0","2586"
"2039","IS29239"," 9","1087.5753","516.4755"," 453600.0","2474"
"2040","IS29239","10","1140.8492","644.9441"," 548071.5","2615"
"2041","IS29269"," 1","1290.8482","631.1331"," 587879.0","2818"
"2042","IS29269"," 2","1300.6910","586.9788"," 580104.5","2901"
"2043","IS29269"," 3","1350.2700","638.0924"," 617642.5","2957"
"2044","IS29269"," 4","1251.0895","628.1325"," 566505.0","2762"
"2045","IS29269"," 5","1248.8959","613.5587"," 558285.0","2786"
"2046","IS29269"," 6","1236.6123","641.6676"," 573348.5","2743"
"2047","IS29269"," 7","1245.6019","688.1974"," 613839.0","2806"
"2048","IS29269"," 8","1244.9679","610.4270"," 562232.0","2754"
"2049","IS29269"," 9","1340.5685","631.8528"," 659193.5","2957"
"2050","IS29269","10","1294.7220","580.6065"," 546778.5","2787"
"2051","IS29304"," 1","1021.5640","640.2418"," 492111.0","2340"
"2052","IS29304"," 2","1070.3140","708.5846"," 557549.0","2468"
"2053","IS29304"," 3","1028.6302","620.2424"," 485408.0","2334"
"2054","IS29304"," 4"," 988.5950","623.1146"," 450880.0","2268"
"2055","IS29304"," 5"," 953.3672","602.9954"," 419260.0","2214"
"2056","IS29304"," 6"," 953.4280","689.7490"," 474372.5","2267"
"2057","IS29304"," 7"," 924.7448","687.7832"," 437952.0","2256"
"2058","IS29304"," 8","1005.4397","701.0197"," 503946.0","2298"
"2059","IS29304"," 9"," 843.5431","618.0455"," 385610.0","2032"
"2060","IS29304","10"," 939.8516","629.2228"," 444831.0","2198"
"2061","IS29314"," 1"," 864.5721","583.2099"," 392513.5","2057"
"2062","IS29314"," 2"," 888.0884","555.8298"," 379036.0","2076"
"2063","IS29314"," 3"," 854.0831","567.4471"," 371308.5","2013"
"2064","IS29314"," 4"," 889.0270","508.2827"," 347749.0","2048"
"2065","IS29314"," 5"," 875.5581","611.5174"," 405600.5","2049"
"2066","IS29314"," 6"," 875.6055","611.3015"," 414950.0","2098"
"2067","IS29314"," 7"," 820.9537","592.2612"," 361578.5","1987"
"2068","IS29314"," 8"," 902.4971","621.7195"," 418217.0","2110"
"2069","IS29314"," 9"," 856.0777","534.9036"," 342760.5","1963"
"2070","IS29314","10"," 837.2646","588.8461"," 363273.0","2042"
"2071","IS29326"," 1","1047.0606","591.2819"," 462403.5","2411"
"2072","IS29326"," 2"," 887.2440","528.4431"," 331345.0","1952"
"2073","IS29326"," 3","1003.7295","614.2820"," 444662.5","2255"
"2074","IS29326"," 4","1037.2584","605.7420"," 453615.0","2284"
"2075","IS29326"," 5","1072.5456","630.7117"," 512887.5","2497"
"2076","IS29326"," 6"," 977.4927","590.8238"," 416816.0","2186"
"2077","IS29326"," 7","1035.2207","623.7018"," 457596.5","2293"
"2078","IS29326"," 8","1014.5684","563.1626"," 405215.0","2202"
"2079","IS29326"," 9","1058.0473","651.7781"," 461303.0","2322"
"2080","IS29326","10","1085.8421","616.2885"," 480917.5","2363"
"2081","IS29358"," 1"," 976.5536","607.5529"," 413950.0","2254"
"2082","IS29358"," 2","1216.5525","684.5574"," 585166.0","2680"
"2083","IS29358"," 3","1135.0568","616.9392"," 498544.5","2525"
"2084","IS29358"," 4","1122.2014","626.8572"," 520501.5","2485"
"2085","IS29358"," 5","1084.8691","611.7125"," 465594.5","2417"
"2086","IS29358"," 6","1140.6332","656.5354"," 538758.5","2565"
"2087","IS29358"," 7","1030.1811","688.5353"," 512601.0","2378"
"2088","IS29358"," 8","1059.4550","651.7945"," 473226.5","2457"
"2089","IS29358"," 9","1030.5751","599.2150"," 465353.0","2340"
"2090","IS29358","10","1196.3047","693.3986"," 602148.5","2611"
"2091","IS29392"," 1","1179.3566","726.7963"," 624934.0","2638"
"2092","IS29392"," 2","1125.3737","600.0220"," 496246.5","2493"
"2093","IS29392"," 3","1135.7487","634.3551"," 529569.0","2534"
"2094","IS29392"," 4","1102.8781","689.6084"," 551420.0","2498"
"2095","IS29392"," 5","1195.0887","682.1218"," 608370.0","2696"
"2096","IS29392"," 6","1104.3550","730.3956"," 584796.0","2516"
"2097","IS29392"," 7","1177.0242","636.1373"," 525113.5","2603"
"2098","IS29392"," 8","1158.1235","616.0872"," 508578.5","2507"
"2099","IS29392"," 9","1138.6277","651.9603"," 518313.5","2525"
"2100","IS29392","10","1181.1334","707.4189"," 593780.0","2656"
"2101","IS29441"," 1","1044.6956","651.0241"," 483697.5","2367"
"2102","IS29441"," 2","1067.4797","647.1711"," 500654.0","2408"
"2103","IS29441"," 3","1065.0117","634.3254"," 506450.0","2400"
"2104","IS29441"," 4","1115.1076","646.4569"," 506250.5","2473"
"2105","IS29441"," 5","1053.6527","613.6121"," 472057.5","2367"
"2106","IS29441"," 6","1095.9494","621.2805"," 488760.0","2370"
"2107","IS29441"," 7","1117.0112","614.5310"," 492321.5","2417"
"2108","IS29441"," 8","1061.1173","630.5137"," 483065.0","2364"
"2109","IS29441"," 9","1129.8252","632.8085"," 501831.0","2460"
"2110","IS29441","10","1010.6399","594.1820"," 448200.5","2279"
"2111","IS29468"," 1","1209.7359","631.9305"," 543313.5","2631"
"2112","IS29468"," 2","1157.7219","646.0930"," 517945.0","2514"
"2113","IS29468"," 3","1268.1530","653.6404"," 591687.5","2737"
"2114","IS29468"," 4","1151.1685","667.4948"," 550702.5","2605"
"2115","IS29468"," 5","1229.6800","673.1621"," 598202.5","2699"
"2116","IS29468"," 6","1157.1914","611.2610"," 506852.0","2526"
"2117","IS29468"," 7","1201.7870","629.0416"," 528327.5","2587"
"2118","IS29468"," 8","1186.5462","668.8218"," 562685.0","2588"
"2119","IS29468"," 9","1254.4863","671.1129"," 578401.0","2688"
"2120","IS29468","10","1182.1189","679.0112"," 562334.0","2630"
"2121","IS29519"," 1","1164.5879","652.9125"," 542172.0","2534"
"2122","IS29519"," 2","1180.1907","704.7056"," 584038.5","2647"
"2123","IS29519"," 3","1071.0579","602.6033"," 471289.0","2376"
"2124","IS29519"," 4","1060.9147","659.2839"," 513740.5","2413"
"2125","IS29519"," 5","1053.1405","594.5142"," 453199.5","2343"
"2126","IS29519"," 6","1041.1071","660.8350"," 497511.5","2359"
"2127","IS29519"," 7","1050.8801","594.4608"," 454314.0","2322"
"2128","IS29519"," 8","1023.6103","565.8189"," 415054.0","2264"
"2129","IS29519"," 9","1063.9008","602.9772"," 466065.5","2397"
"2130","IS29519","10","1098.7748","612.9728"," 490540.0","2418"
"2131","IS29565"," 1","1318.2765","712.9680"," 663037.5","2817"
"2132","IS29565"," 2","1274.5937","688.0420"," 629992.0","2776"
"2133","IS29565"," 3","1259.8365","679.3596"," 622504.5","2699"
"2134","IS29565"," 4","1327.7293","858.2932"," 843752.5","3025"
"2135","IS29565"," 5","1287.5888","775.3081"," 716500.5","2897"
"2136","IS29565"," 6","1116.7529","611.9868"," 499488.5","2483"
"2137","IS29565"," 7","1171.6877","591.2992"," 496793.0","2606"
"2138","IS29565"," 8","1352.0266","710.0023"," 671505.5","2859"
"2139","IS29565"," 9","1316.4171","609.4922"," 574573.0","2766"
"2140","IS29565","10","1275.5399","686.1800"," 616595.5","2761"
"2141","IS29568"," 1","1147.7221","684.0724"," 578141.0","2590"
"2142","IS29568"," 2","1120.7698","610.1949"," 498796.5","2499"
"2143","IS29568"," 3","1104.6176","607.4193"," 504237.0","2470"
"2144","IS29568"," 4","1124.2406","637.8136"," 520477.0","2474"
"2145","IS29568"," 5","1184.5953","682.8577"," 601049.0","2666"
"2146","IS29568"," 6","1159.8349","654.3742"," 553331.5","2575"
"2147","IS29568"," 7","1155.7409","702.1254"," 624401.5","2659"
"2148","IS29568"," 8","1172.5749","623.8117"," 533828.5","2613"
"2149","IS29568"," 9","1144.5663","698.1264"," 622756.5","2681"
"2150","IS29568","10","1095.8513","605.9070"," 499208.0","2472"
"2151","IS29582"," 1","1093.5287","613.6721"," 481152.0","2414"
"2152","IS29582"," 2","1054.8142","631.4373"," 484935.0","2360"
"2153","IS29582"," 3","1014.6472","605.3552"," 433962.5","2271"
"2154","IS29582"," 4","1089.3213","637.7365"," 492241.5","2415"
"2155","IS29582"," 5"," 964.0980","598.8489"," 417847.0","2148"
"2156","IS29582"," 6","1106.6278","697.1134"," 544531.0","2476"
"2157","IS29582"," 7","1059.0019","710.2811"," 538940.5","2477"
"2158","IS29582"," 8","1071.0672","593.8255"," 457336.5","2337"
"2159","IS29582"," 9","1113.2960","624.6317"," 500497.5","2519"
"2160","IS29582","10","1048.9614","649.5492"," 490762.5","2411"
"2161","IS29606"," 1","1186.7038","660.8877"," 578674.0","2672"
"2162","IS29606"," 2","1118.3063","612.4771"," 523886.0","2528"
"2163","IS29606"," 3","1159.2347","624.0393"," 526174.5","2591"
"2164","IS29606"," 4","1248.1042","721.6064"," 661333.5","2789"
"2165","IS29606"," 5","1164.6150","651.5407"," 555747.0","2622"
"2166","IS29606"," 6","1167.1011","676.9748"," 569121.5","2629"
"2167","IS29606"," 7","1179.3274","601.2605"," 533795.5","2617"
"2168","IS29606"," 8","1188.8335","657.5395"," 588791.0","2702"
"2169","IS29606"," 9","1150.8084","574.2989"," 493702.0","2564"
"2170","IS29606","10","1135.5725","663.4961"," 576905.5","2557"
"2171","IS29627"," 1","1073.2572","706.2082"," 562399.0","2522"
"2172","IS29627"," 2","1179.2154","698.6391"," 619027.5","2677"
"2173","IS29627"," 3","1041.7956","679.4126"," 512412.5","2367"
"2174","IS29627"," 4","1027.7008","649.3650"," 479999.5","2315"
"2175","IS29627"," 5","1108.7912","650.5246"," 528993.0","2458"
"2176","IS29627"," 6"," 971.0824","663.8984"," 463698.0","2214"
"2177","IS29627"," 7","1050.0257","651.3583"," 505758.5","2379"
"2178","IS29627"," 8","1052.2215","662.8072"," 514732.0","2370"
"2179","IS29627"," 9","1047.4087","650.5923"," 505051.0","2360"
"2180","IS29627","10","1164.1143","719.2215"," 599489.5","2607"
"2181","IS29654"," 1","1079.2266","550.2830"," 453121.5","2401"
"2182","IS29654"," 2","1064.0832","556.6820"," 434651.5","2327"
"2183","IS29654"," 3","1097.4962","550.5650"," 459342.0","2426"
"2184","IS29654"," 4","1057.1778","589.7995"," 468260.0","2384"
"2185","IS29654"," 5","1099.6022","579.6505"," 465532.5","2411"
"2186","IS29654"," 6"," 965.8038","483.5589"," 371848.0","2134"
"2187","IS29654"," 7","1103.2139","607.1297"," 496914.0","2454"
"2188","IS29654"," 8","1030.4489","604.2628"," 463699.0","2322"
"2189","IS29654"," 9","1132.3449","570.5726"," 489752.5","2459"
"2190","IS29654","10"," 987.9119","537.5054"," 406860.0","2224"
"2191","IS29714"," 1"," 936.6755","649.7341"," 463848.0","2256"
"2192","IS29714"," 2"," 897.3010","591.9820"," 389436.5","2109"
"2193","IS29714"," 3"," 902.9064","596.7329"," 417282.5","2155"
"2194","IS29714"," 4"," 898.0741","585.0631"," 407675.0","2106"
"2195","IS29714"," 5"," 884.9028","589.2037"," 412839.0","2164"
"2196","IS29714"," 6"," 822.0687","598.5400"," 379918.0","2050"
"2197","IS29714"," 7"," 895.4574","614.9170"," 415864.5","2183"
"2198","IS29714"," 8"," 932.9014","614.3586"," 448239.0","2224"
"2199","IS29714"," 9"," 836.3785","570.8528"," 356155.5","1997"
"2200","IS29714","10"," 885.5383","579.3674"," 395662.0","2090"
"2201","IS29733"," 1"," 906.3255","602.6720"," 420060.5","2157"
"2202","IS29733"," 2"," 964.4076","650.6471"," 481216.0","2296"
"2203","IS29733"," 3"," 951.7689","625.3283"," 425797.5","2189"
"2204","IS29733"," 4"," 996.3062","698.8193"," 543500.5","2423"
"2205","IS29733"," 5"," 917.7478","584.1801"," 378850.5","2137"
"2206","IS29733"," 6"," 911.4615","638.3660"," 446408.0","2194"
"2207","IS29733"," 7"," 925.7494","630.4427"," 438942.5","2275"
"2208","IS29733"," 8"," 970.3412","628.8664"," 463548.0","2292"
"2209","IS29733"," 9"," 925.1994","715.3506"," 482206.5","2277"
"2210","IS29733","10"," 933.0252","667.1803"," 457794.0","2268"
"2211","IS29772"," 1","1106.1541","672.6251"," 539933.0","2522"
"2212","IS29772"," 2"," 992.7663","589.2011"," 407724.0","2218"
"2213","IS29772"," 3","1207.4871","686.8562"," 609270.5","2685"
"2214","IS29772"," 4","1143.8483","730.5619"," 601481.0","2576"
"2215","IS29772"," 5","1065.4426","649.3301"," 521809.0","2460"
"2216","IS29772"," 6"," 989.7080","534.5900"," 381504.5","2173"
"2217","IS29772"," 7","1027.6074","592.2661"," 446154.0","2318"
"2218","IS29772"," 8"," 965.7251","445.9343"," 319513.5","2153"
"2219","IS29772"," 9"," 976.7318","552.7915"," 382249.0","2148"
"2220","IS29772","10","1035.6645","509.3493"," 392072.5","2297"
"2221","IS29914"," 1","1164.6115","644.5514"," 539149.0","2648"
"2222","IS29914"," 2","1050.7202","699.6334"," 526589.0","2410"
"2223","IS29914"," 3","1163.2803","694.9452"," 584940.0","2718"
"2224","IS29914"," 4","1163.3202","651.3503"," 543146.0","2602"
"2225","IS29914"," 5","1175.5790","693.9270"," 584057.5","2707"
"2226","IS29914"," 6","1050.5475","685.6606"," 534321.5","2395"
"2227","IS29914"," 7","1039.0962","681.0697"," 507508.5","2401"
"2228","IS29914"," 8","1014.2924","628.9676"," 449304.0","2274"
"2229","IS29914"," 9"," 990.8905","612.8669"," 447943.5","2263"
"2230","IS29914","10","1025.5754","638.3431"," 463904.0","2386"
"2231","IS30079"," 1","1014.0897","682.0136"," 503270.5","2347"
"2232","IS30079"," 2"," 986.7654","702.3037"," 512583.0","2390"
"2233","IS30079"," 3","1066.1266","648.2523"," 518222.5","2455"
"2234","IS30079"," 4"," 965.4978","692.4221"," 479940.5","2285"
"2235","IS30079"," 5","1010.1728","705.8466"," 531407.0","2416"
"2236","IS30079"," 6","1088.8825","681.0818"," 553116.0","2478"
"2237","IS30079"," 7"," 967.7396","637.4380"," 447991.5","2229"
"2238","IS30079"," 8","1054.3647","658.1214"," 524456.5","2429"
"2239","IS30079"," 9"," 986.3716","688.6745"," 501974.0","2292"
"2240","IS30079","10","1033.7567","647.0662"," 517589.5","2437"
"2241","IS20092"," 1","1012.7512","647.9548"," 493636.0","2362"
"2242","IS20092"," 2"," 951.6538","627.3500"," 433917.0","2186"
"2243","IS20092"," 3","1078.4035","662.0954"," 541301.5","2511"
"2244","IS20092"," 4","1183.8412","693.1436"," 602238.5","2665"
"2245","IS20092"," 5","1115.6724","631.1844"," 523894.0","2536"
"2246","IS20092"," 6","1006.4681","686.6725"," 517056.0","2488"
"2247","IS20092"," 7","1099.5390","599.5003"," 513500.5","2535"
"2248","IS20092"," 8","1097.5796","687.4818"," 571828.5","2583"
"2249","IS20092"," 9","1104.8117","659.5504"," 523854.0","2474"
"2250","IS20092","10","1109.8766","692.1887"," 562428.5","2567"
"2251","IS30231"," 1","1044.7837","611.5113"," 478256.5","2411"
"2252","IS30231"," 2","1029.7558","569.7079"," 429734.0","2332"
"2253","IS30231"," 3"," 937.6236","617.0898"," 431241.0","2158"
"2254","IS30231"," 4","1060.1830","616.1634"," 504999.5","2451"
"2255","IS30231"," 5"," 990.7674","596.8848"," 454210.5","2343"
"2256","IS30231"," 6"," 973.1804","613.0231"," 432309.5","2251"
"2257","IS30231"," 7"," 933.2352","537.3608"," 380391.5","2157"
"2258","IS30231"," 8"," 902.8865","668.9036"," 473179.0","2300"
"2259","IS30231"," 9"," 980.0801","631.0494"," 458310.5","2327"
"2260","IS30231","10"," 992.5810","636.6896"," 482026.0","2366"
"2261","IS2902"," 1","1447.6481","823.0474"," 873113.0","3390"
"2262","IS2902"," 2","1245.0450","735.4995"," 682045.0","2968"
"2263","IS2902"," 3","1289.2234","760.3678"," 724836.0","3012"
"2264","IS2902"," 4","1412.6022","766.3736"," 755199.0","3196"
"2265","IS2902"," 5","1256.3200","802.1268"," 715163.0","2996"
"2266","IS2902"," 6","1331.3459","796.2559"," 788351.5","3169"
"2267","IS2902"," 7","1375.3865","874.4742"," 894490.0","3338"
"2268","IS2902"," 8","1313.4931","796.3346"," 799229.5","3117"
"2269","IS2902"," 9","1441.0527","805.5090"," 823680.5","3277"
"2270","IS2902","10","1313.3107","821.8779"," 808721.0","3184"
"2271","IS20383"," 1","1187.3601","609.7257"," 538287.5","2625"
"2272","IS20383"," 2","1086.5823","562.7857"," 444282.0","2434"
"2273","IS20383"," 3","1175.0243","664.3556"," 556836.0","2616"
"2274","IS20383"," 4","1087.4709","562.5493"," 463853.0","2468"
"2275","IS20383"," 5","1187.7256","607.6943"," 544535.0","2628"
